demand_id,volume,origin,destination,reservation_time,availability_time,due_time,category,fare_per_teu
K0581,1.0,E,A,58,63,74,P,500.0
K0582,2.0,B,E,58,63,74,P,300.0
K0583,1.0,D,C,58,61,69,R,125.0
K0584,1.0,C,D,58,59,68,F,125.0
K0585,1.0,B,E,58,62,72,F,375.0
K0586,2.0,A,D,58,61,73,P,375.0
K0587,2.0,B,A,58,60,68,R,125.0
K0588,1.0,A,E,58,63,74,P,500.0
K0589,2.0,D,E,58,60,70,F,100.0
K0590,1.0,B,C,58,61,70,P,100.0
K0591,2.0,D,C,59,61,69,P,125.0
K0592,2.0,A,D,59,63,75,R,300.0
K0593,2.0,B,E,59,64,75,F,300.0
K0594,2.0,C,A,59,61,72,P,250.0
K0595,1.0,E,C,59,63,74,F,200.0
K0596,2.0,B,D,59,61,70,R,312.5
K0597,2.0,B,E,59,62,73,R,375.0
K0598,2.0,D,E,59,62,72,P,100.0
K0599,2.0,B,A,59,60,68,R,156.25
K0600,1.0,E,A,59,65,77,R,400.0
K0601,2.0,C,D,60,62,70,F,125.0
K0602,2.0,C,A,60,64,73,R,250.0
K0603,1.0,C,B,60,62,71,F,100.0
K0604,1.0,E,B,60,63,75,F,375.0
K0605,1.0,D,A,60,63,73,R,468.75
K0606,1.0,B,E,60,65,77,P,300.0
K0607,1.0,A,C,60,64,74,P,200.0
K0608,1.0,B,D,60,64,73,R,250.0
K0609,2.0,A,C,60,62,71,R,312.5
K0610,1.0,A,C,60,64,74,P,200.0
K0611,2.0,B,D,61,65,75,P,200.0
K0612,1.0,E,A,61,66,77,P,500.0
K0613,1.0,B,A,61,62,71,R,125.0
K0614,2.0,D,C,61,62,71,R,125.0
K0615,1.0,A,B,61,63,72,R,100.0
K0616,1.0,B,D,61,65,76,R,200.0
K0617,2.0,A,B,61,63,73,P,100.0
K0618,1.0,E,D,61,64,72,R,125.0
K0619,1.0,D,A,61,66,78,P,300.0
K0620,1.0,C,B,61,63,71,F,125.0
K0621,2.0,C,A,62,64,75,P,250.0
K0622,1.0,C,B,62,63,73,P,125.0
K0623,1.0,D,E,62,63,71,F,156.25
K0624,2.0,A,B,62,65,74,P,100.0
K0625,2.0,C,B,62,65,75,R,100.0
K0626,1.0,E,D,62,63,71,R,156.25
K0627,1.0,B,A,62,64,74,F,100.0
K0628,2.0,E,C,62,65,74,F,250.0
K0629,1.0,C,D,62,65,73,F,125.0
K0630,1.0,A,C,62,65,75,F,200.0
K0631,2.0,E,A,63,67,78,P,625.0
K0632,2.0,C,A,63,65,75,F,250.0
K0633,2.0,A,C,63,66,75,R,250.0
K0634,2.0,B,A,63,66,76,P,100.0
K0635,1.0,E,D,63,64,72,F,156.25
K0636,2.0,B,C,63,65,74,R,100.0
K0637,1.0,E,C,63,67,78,P,200.0
K0638,1.0,D,C,63,65,73,F,125.0
K0639,2.0,B,C,63,65,74,R,100.0
K0640,2.0,B,A,63,65,73,P,125.0
K0641,1.0,D,E,64,66,76,F,100.0
K0642,1.0,A,B,64,65,75,P,125.0
K0643,2.0,D,B,64,66,76,R,250.0
K0644,2.0,B,C,64,65,74,R,125.0
K0645,1.0,E,A,64,70,81,F,500.0
K0646,2.0,E,C,64,66,76,P,250.0
K0647,1.0,B,A,64,66,74,F,125.0
K0648,1.0,B,C,64,65,75,P,125.0
K0649,1.0,B,D,64,68,77,R,250.0
K0650,2.0,E,B,64,69,79,R,375.0
K0651,1.0,B,A,65,68,76,R,125.0
K0652,2.0,A,E,65,71,84,F,400.0
K0653,1.0,C,D,65,66,74,R,156.25
K0654,1.0,D,E,65,67,75,P,125.0
K0655,2.0,B,A,65,68,77,P,100.0
K0656,1.0,A,E,65,71,82,R,500.0
K0657,1.0,D,E,65,67,75,F,125.0
K0658,1.0,A,B,65,67,77,R,100.0
K0659,1.0,C,A,65,68,78,P,200.0
K0660,1.0,C,E,65,68,79,R,200.0
K0661,2.0,A,C,66,68,77,F,312.5
K0662,1.0,C,D,66,69,77,F,125.0
K0663,1.0,D,B,66,70,81,P,200.0
K0664,1.0,A,B,66,68,78,F,100.0
K0665,1.0,E,C,66,69,80,P,200.0
K0666,1.0,A,C,66,70,80,R,200.0
K0667,2.0,B,A,66,68,77,F,100.0
K0668,1.0,D,B,66,69,80,P,200.0
K0669,2.0,A,D,66,71,83,P,300.0
K0670,1.0,A,B,66,68,76,F,125.0
K0671,1.0,E,B,67,70,82,F,375.0
K0672,1.0,D,E,67,70,79,R,100.0
K0673,1.0,E,A,67,72,83,R,500.0
K0674,1.0,D,B,67,70,81,P,200.0
K0675,1.0,D,B,67,70,79,P,250.0
K0676,1.0,C,A,67,70,79,F,250.0
K0677,1.0,C,A,67,71,80,F,250.0
K0678,2.0,C,E,67,71,80,F,250.0
K0679,1.0,B,C,67,70,80,P,100.0
K0680,2.0,A,B,67,69,79,R,100.0
K0681,1.0,C,D,68,70,79,P,100.0
K0682,1.0,B,E,68,72,84,R,300.0
K0683,2.0,B,C,68,71,80,R,100.0
K0684,2.0,C,B,68,70,79,P,100.0
K0685,1.0,E,B,68,73,83,R,375.0
K0686,2.0,E,A,68,72,83,P,625.0
K0687,1.0,E,B,68,72,83,R,300.0
K0688,1.0,D,C,68,70,79,R,100.0
K0689,2.0,C,A,68,71,82,P,200.0
K0690,1.0,E,B,68,73,83,F,375.0
K0691,2.0,A,E,69,73,84,P,625.0
K0692,1.0,B,E,69,74,84,F,375.0
K0693,1.0,A,B,69,71,81,R,100.0
K0694,1.0,C,B,69,71,80,R,100.0
K0695,1.0,E,A,69,74,87,F,400.0
K0696,1.0,D,E,69,70,80,R,125.0
K0697,2.0,A,B,69,72,80,P,125.0
K0698,2.0,C,B,69,71,81,P,100.0
K0699,1.0,C,A,69,73,83,P,200.0
K0700,1.0,B,D,69,72,82,R,200.0
K0701,2.0,C,A,70,73,83,F,200.0
K0702,2.0,C,B,70,73,81,P,125.0
K0703,1.0,D,A,70,73,84,R,375.0
K0704,1.0,D,A,70,74,86,F,300.0
K0705,1.0,C,E,70,74,83,R,250.0
K0706,2.0,E,B,70,74,86,P,300.0
K0707,1.0,C,D,70,72,82,P,100.0
K0708,1.0,A,D,70,73,84,R,375.0
K0709,2.0,C,A,70,73,84,R,200.0
K0710,1.0,D,C,70,73,81,R,125.0
K0711,1.0,E,C,71,74,84,P,200.0
K0712,2.0,A,B,71,72,81,P,125.0
K0713,2.0,E,B,71,74,85,P,375.0
K0714,1.0,A,C,71,73,83,P,250.0
K0715,1.0,B,D,71,74,84,F,200.0
K0716,2.0,A,D,71,76,86,R,375.0
K0717,2.0,B,A,71,73,83,R,100.0
K0718,1.0,E,B,71,75,86,P,300.0
K0719,1.0,D,C,71,73,82,R,100.0
K0720,2.0,C,E,71,73,83,F,250.0
K0721,2.0,E,A,72,78,91,P,400.0
K0722,1.0,D,B,72,75,86,R,200.0
K0723,2.0,C,E,72,75,86,P,200.0
K0724,1.0,C,D,72,74,82,F,125.0
K0725,2.0,D,B,72,76,85,P,250.0
K0726,1.0,E,C,72,76,85,R,250.0
K0727,1.0,C,D,72,74,83,F,100.0
K0728,1.0,A,C,72,76,85,F,250.0
K0729,1.0,A,D,72,77,87,F,375.0
K0730,1.0,D,A,72,77,88,R,300.0
K0731,2.0,E,B,73,77,88,R,300.0
K0732,1.0,D,C,73,75,84,R,100.0
K0733,2.0,D,A,73,76,86,P,468.75
K0734,2.0,C,E,73,75,85,F,250.0
K0735,1.0,E,A,73,77,90,F,500.0
K0736,1.0,A,D,73,78,89,R,300.0
K0737,2.0,A,C,73,76,86,F,200.0
K0738,1.0,C,A,73,76,85,R,250.0
K0739,1.0,A,D,73,77,87,P,375.0
K0740,1.0,C,A,73,75,85,R,250.0
K0741,1.0,C,A,74,78,89,F,200.0
K0742,1.0,D,B,74,77,86,P,250.0
K0743,1.0,B,A,74,76,84,R,125.0
K0744,1.0,D,E,74,76,85,P,100.0
K0745,1.0,B,A,74,76,84,R,125.0
K0746,1.0,C,D,74,76,86,F,100.0
K0747,1.0,A,D,74,78,90,F,300.0
K0748,1.0,E,D,74,77,87,F,100.0
K0749,2.0,A,B,74,75,84,F,125.0
K0750,1.0,B,C,74,77,85,P,125.0
K0751,1.0,D,E,75,77,87,P,100.0
K0752,1.0,A,C,75,77,87,P,250.0
K0753,1.0,D,C,75,76,86,R,125.0
K0754,1.0,B,D,75,79,90,R,200.0
K0755,1.0,D,A,75,80,92,P,300.0
K0756,1.0,E,A,75,80,93,F,400.0
K0757,2.0,A,C,75,79,90,R,200.0
K0758,1.0,B,E,75,79,90,P,300.0
K0759,2.0,B,C,75,76,85,R,125.0
K0760,1.0,B,D,75,77,87,F,250.0
K0761,1.0,D,A,76,81,93,R,300.0
K0762,2.0,A,B,76,77,87,P,125.0
K0763,1.0,A,B,76,77,87,R,125.0
K0764,1.0,E,A,76,81,92,F,500.0
K0765,1.0,E,A,76,80,93,F,500.0
K0766,1.0,C,D,76,78,87,R,100.0
K0767,1.0,C,B,76,79,87,R,125.0
K0768,1.0,E,B,76,79,91,R,375.0
K0769,1.0,A,B,76,77,86,F,125.0
K0770,1.0,A,C,76,78,88,R,250.0
K0771,1.0,D,E,77,79,87,F,125.0
K0772,1.0,A,C,77,80,90,R,200.0
K0773,1.0,E,A,77,81,94,P,500.0
K0774,1.0,C,D,77,78,87,F,125.0
K0775,2.0,E,A,77,82,94,R,400.0
K0776,1.0,D,C,77,79,89,P,100.0
K0777,1.0,C,B,77,79,87,R,125.0
K0778,2.0,D,A,77,81,92,R,300.0
K0779,1.0,A,B,77,79,87,R,125.0
K0780,1.0,C,B,77,79,89,P,100.0
K0781,1.0,D,A,78,81,93,F,375.0
K0782,1.0,E,C,78,80,91,P,250.0
K0783,1.0,E,A,78,83,96,F,400.0
K0784,1.0,C,B,78,81,90,F,100.0
K0785,1.0,A,B,78,80,88,F,125.0
K0786,1.0,E,D,78,80,88,P,125.0
K0787,1.0,A,D,78,83,94,R,300.0
K0788,2.0,C,B,78,79,89,R,125.0
K0789,1.0,D,A,78,82,92,F,375.0
K0790,2.0,A,D,78,82,92,P,375.0
K0791,2.0,D,E,79,82,91,P,100.0
K0792,1.0,A,B,79,80,88,R,156.25
K0793,1.0,A,B,79,81,89,F,125.0
K0794,2.0,D,B,79,82,93,F,200.0
K0795,1.0,C,D,79,80,88,F,156.25
K0796,1.0,A,D,79,84,94,R,375.0
K0797,1.0,A,B,79,80,88,P,156.25
K0798,2.0,C,D,79,81,91,P,100.0
K0799,1.0,D,B,79,82,92,P,200.0
K0800,1.0,D,C,79,82,92,F,100.0
